"Plot Title: CalCheck_102816_10778700"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10778700, SEN S/N: 10778700)","Coupler Detached (LGR S/N: 10778700)","Coupler Attached (LGR S/N: 10778700)","Host Connected (LGR S/N: 10778700)","Stopped (LGR S/N: 10778700)","End Of File (LGR S/N: 10778700)"
1,10/28/16 05:00:00 PM,33.188,Logged,,,,
2,10/28/16 05:01:00 PM,33.188,,,,,
3,10/28/16 05:02:00 PM,33.188,,,,,
4,10/28/16 05:03:00 PM,33.188,,,,,
5,10/28/16 05:04:00 PM,33.188,,,,,
6,10/28/16 05:05:00 PM,33.237,,,,,
7,10/28/16 05:06:00 PM,33.237,,,,,
8,10/28/16 05:07:00 PM,33.237,,,,,
9,10/28/16 05:08:00 PM,33.237,,,,,
10,10/28/16 05:09:00 PM,33.237,,,,,
11,10/28/16 05:10:00 PM,33.237,,,,,
12,10/28/16 05:11:00 PM,33.237,,,,,
13,10/28/16 05:12:00 PM,33.237,,,,,
14,10/28/16 05:13:00 PM,33.237,,,,,
15,10/28/16 05:14:00 PM,33.237,,,,,
16,10/28/16 05:15:00 PM,33.237,,,,,
17,10/28/16 05:16:00 PM,33.287,,,,,
18,10/28/16 05:17:00 PM,33.287,,,,,
19,10/28/16 05:18:00 PM,33.287,,,,,
20,10/28/16 05:19:00 PM,33.287,,,,,
21,10/28/16 05:20:00 PM,33.287,,,,,
22,10/28/16 05:21:00 PM,33.336,,,,,
23,10/28/16 05:22:00 PM,33.336,,,,,
24,10/28/16 05:23:00 PM,33.336,,,,,
25,10/28/16 05:24:00 PM,33.336,,,,,
26,10/28/16 05:25:00 PM,33.336,,,,,
27,10/28/16 05:26:00 PM,33.336,,,,,
28,10/28/16 05:27:00 PM,33.336,,,,,
29,10/28/16 05:28:00 PM,33.336,,,,,
30,10/28/16 05:29:00 PM,33.386,,,,,
31,10/28/16 05:30:00 PM,33.386,,,,,
32,10/28/16 05:31:00 PM,33.386,,,,,
33,10/28/16 05:32:00 PM,33.386,,,,,
34,10/28/16 05:33:00 PM,33.386,,,,,
35,10/28/16 05:34:00 PM,33.435,,,,,
36,10/28/16 05:35:00 PM,33.435,,,,,
37,10/28/16 05:36:00 PM,33.435,,,,,
38,10/28/16 05:37:00 PM,33.435,,,,,
39,10/28/16 05:38:00 PM,33.435,,,,,
40,10/28/16 05:39:00 PM,33.435,,,,,
41,10/28/16 05:40:00 PM,33.485,,,,,
42,10/28/16 05:41:00 PM,33.485,,,,,
43,10/28/16 05:42:00 PM,33.485,,,,,
44,10/28/16 05:43:00 PM,33.485,,,,,
