"Plot Title: CalCheck_102816_10606278"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10606278, SEN S/N: 10606278)","Coupler Detached (LGR S/N: 10606278)","Coupler Attached (LGR S/N: 10606278)","Host Connected (LGR S/N: 10606278)","Stopped (LGR S/N: 10606278)","End Of File (LGR S/N: 10606278)"
1,10/28/16 05:00:00 PM,32.092,Logged,,,,
2,10/28/16 05:01:00 PM,32.092,,,,,
3,10/28/16 05:02:00 PM,32.092,,,,,
4,10/28/16 05:03:00 PM,32.092,,,,,
5,10/28/16 05:04:00 PM,32.092,,,,,
6,10/28/16 05:05:00 PM,32.092,,,,,
7,10/28/16 05:06:00 PM,32.092,,,,,
8,10/28/16 05:07:00 PM,32.092,,,,,
9,10/28/16 05:08:00 PM,32.092,,,,,
10,10/28/16 05:09:00 PM,32.092,,,,,
11,10/28/16 05:10:00 PM,32.092,,,,,
12,10/28/16 05:11:00 PM,32.092,,,,,
13,10/28/16 05:12:00 PM,32.092,,,,,
14,10/28/16 05:13:00 PM,32.092,,,,,
15,10/28/16 05:14:00 PM,32.092,,,,,
16,10/28/16 05:15:00 PM,32.092,,,,,
17,10/28/16 05:16:00 PM,32.092,,,,,
18,10/28/16 05:17:00 PM,32.092,,,,,
19,10/28/16 05:18:00 PM,32.092,,,,,
20,10/28/16 05:19:00 PM,32.092,,,,,
21,10/28/16 05:20:00 PM,32.092,,,,,
22,10/28/16 05:21:00 PM,32.092,,,,,
23,10/28/16 05:22:00 PM,32.092,,,,,
24,10/28/16 05:23:00 PM,32.092,,,,,
25,10/28/16 05:24:00 PM,32.092,,,,,
26,10/28/16 05:25:00 PM,32.092,,,,,
27,10/28/16 05:26:00 PM,32.092,,,,,
28,10/28/16 05:27:00 PM,32.092,,,,,
29,10/28/16 05:28:00 PM,32.092,,,,,
30,10/28/16 05:29:00 PM,32.092,,,,,
31,10/28/16 05:30:00 PM,32.092,,,,,
32,10/28/16 05:31:00 PM,32.092,,,,,
33,10/28/16 05:32:00 PM,32.092,,,,,
34,10/28/16 05:33:00 PM,32.092,,,,,
35,10/28/16 05:34:00 PM,32.092,,,,,
36,10/28/16 05:35:00 PM,32.092,,,,,
37,10/28/16 05:36:00 PM,32.092,,,,,
38,10/28/16 05:37:00 PM,32.092,,,,,
39,10/28/16 05:38:00 PM,32.092,,,,,
40,10/28/16 05:39:00 PM,32.092,,,,,
41,10/28/16 05:40:00 PM,32.092,,,,,
42,10/28/16 05:41:00 PM,32.092,,,,,
43,10/28/16 05:42:00 PM,32.092,,,,,
44,10/28/16 05:43:00 PM,32.092,,,,,
45,10/28/16 05:44:00 PM,32.092,,,,,
46,10/28/16 05:45:00 PM,32.092,,,,,
47,10/28/16 05:46:00 PM,32.092,,,,,
48,10/28/16 05:47:00 PM,32.092,,,,,
49,10/28/16 05:48:00 PM,32.092,,,,,
50,10/28/16 05:49:00 PM,32.092,,,,,
51,10/28/16 05:50:00 PM,32.092,,,,,
52,10/28/16 05:51:00 PM,32.092,,,,,
53,10/28/16 05:52:00 PM,32.092,,,,,
54,10/28/16 05:53:00 PM,32.092,,,,,
55,10/28/16 05:54:00 PM,32.092,,,,,
56,10/28/16 05:55:00 PM,32.092,,,,,
57,10/28/16 05:56:00 PM,32.092,,,,,
58,10/28/16 05:57:00 PM,32.092,,,,,
59,10/28/16 05:58:00 PM,32.092,,,,,
60,10/28/16 05:59:00 PM,32.092,,,,,
61,10/28/16 06:00:00 PM,32.092,,,,,
62,10/28/16 06:01:00 PM,32.092,,,,,
63,10/28/16 06:02:00 PM,32.092,,,,,
64,10/28/16 06:03:00 PM,32.092,,,,,
65,10/28/16 06:04:00 PM,32.092,,,,,
66,10/28/16 06:05:00 PM,32.092,,,,,
67,10/28/16 06:06:00 PM,32.092,,,,,
68,10/28/16 06:07:00 PM,32.092,,,,,
69,10/28/16 06:08:00 PM,32.092,,,,,
70,10/28/16 06:09:00 PM,32.092,,,,,
71,10/28/16 06:10:00 PM,32.092,,,,,
72,10/28/16 06:11:00 PM,32.092,,,,,
73,10/28/16 06:12:00 PM,32.092,,,,,
74,10/28/16 06:13:00 PM,32.092,,,,,
75,10/28/16 06:14:00 PM,32.092,,,,,
76,10/28/16 06:15:00 PM,32.092,,,,,
77,10/28/16 06:16:00 PM,32.092,,,,,
78,10/28/16 06:17:00 PM,32.092,,,,,
79,10/28/16 06:18:00 PM,32.092,,,,,
80,10/28/16 06:19:00 PM,32.092,,,,,
81,10/28/16 06:20:00 PM,32.092,,,,,
82,10/28/16 06:21:00 PM,32.092,,,,,
83,10/28/16 06:22:00 PM,32.092,,,,,
84,10/28/16 06:23:00 PM,32.092,,,,,
85,10/28/16 06:24:00 PM,32.092,,,,,
86,10/28/16 06:25:00 PM,32.092,,,,,
87,10/28/16 06:26:00 PM,32.092,,,,,
88,10/28/16 06:27:00 PM,32.092,,,,,
89,10/28/16 06:28:00 PM,32.092,,,,,
90,10/28/16 06:29:00 PM,32.092,,,,,
91,10/28/16 06:30:00 PM,32.092,,,,,
92,10/28/16 06:31:00 PM,32.092,,,,,
93,10/28/16 06:32:00 PM,32.092,,,,,
94,10/28/16 06:33:00 PM,32.092,,,,,
95,10/28/16 06:34:00 PM,32.092,,,,,
96,10/28/16 06:35:00 PM,32.092,,,,,
97,10/28/16 06:36:00 PM,32.092,,,,,
98,10/28/16 06:37:00 PM,32.092,,,,,
99,10/28/16 06:38:00 PM,32.092,,,,,
100,10/28/16 06:39:00 PM,32.092,,,,,
101,10/28/16 06:40:00 PM,32.092,,,,,
102,10/28/16 06:41:00 PM,32.092,,,,,
103,10/28/16 06:42:00 PM,32.092,,,,,
104,10/28/16 06:43:00 PM,32.092,,,,,
