"Plot Title: CalCheck_102816_10744998"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10744998, SEN S/N: 10744998)","Coupler Detached (LGR S/N: 10744998)","Coupler Attached (LGR S/N: 10744998)","Host Connected (LGR S/N: 10744998)","Stopped (LGR S/N: 10744998)","End Of File (LGR S/N: 10744998)"
1,10/28/16 05:00:00 PM,34.272,Logged,,,,
2,10/28/16 05:01:00 PM,34.272,,,,,
3,10/28/16 05:02:00 PM,34.320,,,,,
4,10/28/16 05:03:00 PM,34.320,,,,,
5,10/28/16 05:04:00 PM,34.320,,,,,
6,10/28/16 05:05:00 PM,34.320,,,,,
7,10/28/16 05:06:00 PM,34.320,,,,,
8,10/28/16 05:07:00 PM,34.371,,,,,
9,10/28/16 05:08:00 PM,34.371,,,,,
10,10/28/16 05:09:00 PM,34.371,,,,,
11,10/28/16 05:10:00 PM,34.419,,,,,
12,10/28/16 05:11:00 PM,34.419,,,,,
13,10/28/16 05:12:00 PM,34.419,,,,,
14,10/28/16 05:13:00 PM,34.419,,,,,
15,10/28/16 05:14:00 PM,34.468,,,,,
16,10/28/16 05:15:00 PM,34.516,,,,,
17,10/28/16 05:16:00 PM,34.516,,,,,
18,10/28/16 05:17:00 PM,34.516,,,,,
19,10/28/16 05:18:00 PM,34.516,,,,,
20,10/28/16 05:19:00 PM,34.516,,,,,
21,10/28/16 05:20:00 PM,34.516,,,,,
22,10/28/16 05:21:00 PM,34.565,,,,,
23,10/28/16 05:22:00 PM,34.565,,,,,
24,10/28/16 05:23:00 PM,34.565,,,,,
25,10/28/16 05:24:00 PM,34.615,,,,,
26,10/28/16 05:25:00 PM,34.615,,,,,
27,10/28/16 05:26:00 PM,34.615,,,,,
28,10/28/16 05:27:00 PM,34.615,,,,,
29,10/28/16 05:28:00 PM,34.664,,,,,
30,10/28/16 05:29:00 PM,34.664,,,,,
31,10/28/16 05:30:00 PM,34.664,,,,,
32,10/28/16 05:31:00 PM,34.713,,,,,
33,10/28/16 05:32:00 PM,34.713,,,,,
34,10/28/16 05:33:00 PM,34.713,,,,,
35,10/28/16 05:34:00 PM,34.713,,,,,
36,10/28/16 05:35:00 PM,34.761,,,,,
37,10/28/16 05:36:00 PM,34.761,,,,,
38,10/28/16 05:37:00 PM,34.761,,,,,
39,10/28/16 05:38:00 PM,34.810,,,,,
40,10/28/16 05:39:00 PM,34.810,,,,,
41,10/28/16 05:40:00 PM,34.810,,,,,
42,10/28/16 05:41:00 PM,34.810,,,,,
43,10/28/16 05:42:00 PM,34.858,,,,,
44,10/28/16 05:43:00 PM,34.858,,,,,
45,10/28/16 05:44:00 PM,34.858,,,,,
46,10/28/16 05:45:00 PM,34.907,,,,,
47,10/28/16 05:46:00 PM,34.907,,,,,
48,10/28/16 05:47:00 PM,34.907,,,,,
49,10/28/16 05:48:00 PM,34.907,,,,,
50,10/28/16 05:49:00 PM,34.957,,,,,
51,10/28/16 05:50:00 PM,34.957,,,,,
52,10/28/16 05:51:00 PM,34.957,,,,,
53,10/28/16 05:52:00 PM,35.006,,,,,
54,10/28/16 05:53:00 PM,35.006,,,,,
55,10/28/16 05:54:00 PM,35.006,,,,,
56,10/28/16 05:55:00 PM,35.006,,,,,
57,10/28/16 05:56:00 PM,35.006,,,,,
58,10/28/16 05:57:00 PM,35.055,,,,,
59,10/28/16 05:58:00 PM,35.055,,,,,
60,10/28/16 05:59:00 PM,35.103,,,,,
61,10/28/16 06:00:00 PM,35.103,,,,,
62,10/28/16 06:01:00 PM,35.103,,,,,
63,10/28/16 06:02:00 PM,35.103,,,,,
64,10/28/16 06:03:00 PM,35.103,,,,,
65,10/28/16 06:04:00 PM,35.152,,,,,
66,10/28/16 06:05:00 PM,35.152,,,,,
67,10/28/16 06:06:00 PM,35.152,,,,,
68,10/28/16 06:07:00 PM,35.200,,,,,
69,10/28/16 06:08:00 PM,35.200,,,,,
70,10/28/16 06:09:00 PM,35.200,,,,,
71,10/28/16 06:10:00 PM,35.200,,,,,
72,10/28/16 06:11:00 PM,35.249,,,,,
73,10/28/16 06:12:00 PM,35.249,,,,,
74,10/28/16 06:13:00 PM,35.249,,,,,
75,10/28/16 06:14:00 PM,35.298,,,,,
76,10/28/16 06:15:00 PM,35.298,,,,,
77,10/28/16 06:16:00 PM,35.298,,,,,
78,10/28/16 06:17:00 PM,35.298,,,,,
79,10/28/16 06:18:00 PM,35.346,,,,,
80,10/28/16 06:19:00 PM,35.346,,,,,
81,10/28/16 06:20:00 PM,35.346,,,,,
82,10/28/16 06:21:00 PM,35.395,,,,,
83,10/28/16 06:22:00 PM,35.395,,,,,
84,10/28/16 06:23:00 PM,35.395,,,,,
85,10/28/16 06:24:00 PM,35.395,,,,,
86,10/28/16 06:25:00 PM,35.443,,,,,
87,10/28/16 06:26:00 PM,35.443,,,,,
88,10/28/16 06:27:00 PM,35.492,,,,,
89,10/28/16 06:28:00 PM,35.492,,,,,
90,10/28/16 06:29:00 PM,35.492,,,,,
91,10/28/16 06:30:00 PM,35.492,,,,,
92,10/28/16 06:31:00 PM,35.541,,,,,
93,10/28/16 06:32:00 PM,35.541,,,,,
94,10/28/16 06:33:00 PM,35.541,,,,,
95,10/28/16 06:34:00 PM,35.589,,,,,
96,10/28/16 06:35:00 PM,35.589,,,,,
97,10/28/16 06:36:00 PM,35.589,,,,,
98,10/28/16 06:37:00 PM,35.589,,,,,
99,10/28/16 06:38:00 PM,35.638,,,,,
100,10/28/16 06:39:00 PM,35.638,,,,,
101,10/28/16 06:40:00 PM,35.685,,,,,
102,10/28/16 06:41:00 PM,35.685,,,,,
103,10/28/16 06:42:00 PM,35.685,,,,,
104,10/28/16 06:43:00 PM,35.685,,,,,
105,10/28/16 06:44:00 PM,35.733,,,,,
106,10/28/16 06:45:00 PM,35.733,,,,,
107,10/28/16 06:46:00 PM,35.733,,,,,
108,10/28/16 06:47:00 PM,35.782,,,,,
109,10/28/16 06:48:00 PM,35.782,,,,,
