"Plot Title: CalCheck_102816_10744997"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10744997, SEN S/N: 10744997)","Coupler Detached (LGR S/N: 10744997)","Coupler Attached (LGR S/N: 10744997)","Host Connected (LGR S/N: 10744997)","Stopped (LGR S/N: 10744997)","End Of File (LGR S/N: 10744997)"
1,10/28/16 05:00:00 PM,32.142,Logged,,,,
2,10/28/16 05:01:00 PM,32.142,,,,,
3,10/28/16 05:02:00 PM,32.092,,,,,
4,10/28/16 05:03:00 PM,32.142,,,,,
5,10/28/16 05:04:00 PM,32.142,,,,,
6,10/28/16 05:05:00 PM,32.142,,,,,
7,10/28/16 05:06:00 PM,32.142,,,,,
8,10/28/16 05:07:00 PM,32.142,,,,,
9,10/28/16 05:08:00 PM,32.142,,,,,
10,10/28/16 05:09:00 PM,32.142,,,,,
11,10/28/16 05:10:00 PM,32.142,,,,,
12,10/28/16 05:11:00 PM,32.092,,,,,
13,10/28/16 05:12:00 PM,32.142,,,,,
14,10/28/16 05:13:00 PM,32.142,,,,,
15,10/28/16 05:14:00 PM,32.142,,,,,
16,10/28/16 05:15:00 PM,32.142,,,,,
17,10/28/16 05:16:00 PM,32.142,,,,,
18,10/28/16 05:17:00 PM,32.142,,,,,
19,10/28/16 05:18:00 PM,32.142,,,,,
20,10/28/16 05:19:00 PM,32.142,,,,,
21,10/28/16 05:20:00 PM,32.142,,,,,
22,10/28/16 05:21:00 PM,32.142,,,,,
23,10/28/16 05:22:00 PM,32.142,,,,,
24,10/28/16 05:23:00 PM,32.142,,,,,
25,10/28/16 05:24:00 PM,32.142,,,,,
26,10/28/16 05:25:00 PM,32.142,,,,,
27,10/28/16 05:26:00 PM,32.142,,,,,
28,10/28/16 05:27:00 PM,32.142,,,,,
29,10/28/16 05:28:00 PM,32.142,,,,,
30,10/28/16 05:29:00 PM,32.142,,,,,
31,10/28/16 05:30:00 PM,32.142,,,,,
32,10/28/16 05:31:00 PM,32.142,,,,,
33,10/28/16 05:32:00 PM,32.142,,,,,
34,10/28/16 05:33:00 PM,32.142,,,,,
35,10/28/16 05:34:00 PM,32.142,,,,,
36,10/28/16 05:35:00 PM,32.142,,,,,
37,10/28/16 05:36:00 PM,32.142,,,,,
38,10/28/16 05:37:00 PM,32.142,,,,,
39,10/28/16 05:38:00 PM,32.142,,,,,
40,10/28/16 05:39:00 PM,32.142,,,,,
41,10/28/16 05:40:00 PM,32.142,,,,,
42,10/28/16 05:41:00 PM,32.142,,,,,
43,10/28/16 05:42:00 PM,32.142,,,,,
44,10/28/16 05:43:00 PM,32.142,,,,,
45,10/28/16 05:44:00 PM,32.142,,,,,
46,10/28/16 05:45:00 PM,32.142,,,,,
47,10/28/16 05:46:00 PM,32.142,,,,,
48,10/28/16 05:47:00 PM,32.142,,,,,
49,10/28/16 05:48:00 PM,32.142,,,,,
50,10/28/16 05:49:00 PM,32.142,,,,,
51,10/28/16 05:50:00 PM,32.142,,,,,
52,10/28/16 05:51:00 PM,32.142,,,,,
53,10/28/16 05:52:00 PM,32.142,,,,,
54,10/28/16 05:53:00 PM,32.142,,,,,
55,10/28/16 05:54:00 PM,32.142,,,,,
56,10/28/16 05:55:00 PM,32.142,,,,,
57,10/28/16 05:56:00 PM,32.142,,,,,
58,10/28/16 05:57:00 PM,32.142,,,,,
59,10/28/16 05:58:00 PM,32.142,,,,,
60,10/28/16 05:59:00 PM,32.142,,,,,
61,10/28/16 06:00:00 PM,32.142,,,,,
62,10/28/16 06:01:00 PM,32.142,,,,,
63,10/28/16 06:02:00 PM,32.142,,,,,
64,10/28/16 06:03:00 PM,32.193,,,,,
65,10/28/16 06:04:00 PM,32.193,,,,,
66,10/28/16 06:05:00 PM,32.193,,,,,
67,10/28/16 06:06:00 PM,32.193,,,,,
68,10/28/16 06:07:00 PM,32.193,,,,,
69,10/28/16 06:08:00 PM,32.193,,,,,
70,10/28/16 06:09:00 PM,32.193,,,,,
71,10/28/16 06:10:00 PM,32.193,,,,,
72,10/28/16 06:11:00 PM,32.193,,,,,
73,10/28/16 06:12:00 PM,32.193,,,,,
74,10/28/16 06:13:00 PM,32.193,,,,,
75,10/28/16 06:14:00 PM,32.193,,,,,
76,10/28/16 06:15:00 PM,32.193,,,,,
77,10/28/16 06:16:00 PM,32.193,,,,,
78,10/28/16 06:17:00 PM,32.193,,,,,
79,10/28/16 06:18:00 PM,32.243,,,,,
80,10/28/16 06:19:00 PM,32.243,,,,,
81,10/28/16 06:20:00 PM,32.243,,,,,
82,10/28/16 06:21:00 PM,32.243,,,,,
83,10/28/16 06:22:00 PM,32.243,,,,,
84,10/28/16 06:23:00 PM,32.243,,,,,
85,10/28/16 06:24:00 PM,32.243,,,,,
86,10/28/16 06:25:00 PM,32.243,,,,,
87,10/28/16 06:26:00 PM,32.243,,,,,
88,10/28/16 06:27:00 PM,32.243,,,,,
89,10/28/16 06:28:00 PM,32.243,,,,,
90,10/28/16 06:29:00 PM,32.243,,,,,
91,10/28/16 06:30:00 PM,32.243,,,,,
